URL,Name,Address,Website,Phone,Phone Number,Latitude,Longitude,
https://www.google.com/maps/place/Y-Axis/data=!4m7!3m6!1s0x390ce3607036239d:0x4ae2a2b7c1882de7!8m2!3d28.6305706!4d77.2247533!16s%2Fg%2F11h04gb_xp!19sChIJnSM2cGDjDDkR5y2Iwbei4ko?authuser=0&hl=en&rclk=1,Y-Axis,"Narain Manzil, 24, Barakhamba Rd, Fire Brigade Lane, Connaught Place, New Delhi, Delhi 110001",https://www.y-axis.com/coaching/?utm_source=google&utm_medium=gmb&utm_campaign=Connaught_Place_New_Delhi,7670800001,7670800001,28.6305706,77.2247533,
https://www.google.com/maps/place/IELTS+Coaching+in+MalviyaNagar/data=!4m7!3m6!1s0x390ce21956efccb7:0x5ad5ccce73bdf016!8m2!3d28.5319305!4d77.2081082!16s%2Fg%2F11gdgx6zk6!19sChIJt8zvVhniDDkRFvC9c87M1Vo?authuser=0&hl=en&rclk=1,IELTS Coaching in MalviyaNagar,"Block L, Malviya Nagar, New Delhi, Delhi 110017",Not Found,8368231404,8368231404,28.5319305,77.2081082,
https://www.google.com/maps/place/Achiever%27s+Point/data=!4m7!3m6!1s0x390d030d1e116a3f:0xfaaa47f3feb6de13!8m2!3d28.5509312!4d77.2048839!16s%2Fg%2F1tf6_9vn!19sChIJP2oRHg0DDTkRE962_vNHqvo?authuser=0&hl=en&rclk=1,Achiever's Point,"G-4, near PNB Bank, Hauz Khas Market, Kharera, Hauz Khas, New Delhi, Delhi 110016",https://achieverspoint.com/,9899004123,9899004123,28.5509312,77.2048839,
https://www.google.com/maps/place/%F0%9D%97%9C%F0%9D%97%98%F0%9D%97%9F%F0%9D%97%A7%F0%9D%97%A6+%F0%9D%97%96%F0%9D%97%BC%F0%9D%97%AE%F0%9D%97%B0%F0%9D%97%B5%F0%9D%97%B6%F0%9D%97%BB%F0%9D%97%B4%F0%9D%97%B4+%F0%9D%97%9C%F0%9D%97%BB%F0%9D%97%B1%F0%9D%97%B6%F0%9D%97%AE/data=!4m7!3m6!1s0x390d02ef8f5cd4d9:0xd4c83789c0001cfa!8m2!3d28.5927113!4d77.0408472!16s%2Fg%2F11g6yp0sxz!19sChIJ2dRcj-8CDTkR-hwAwIk3yNQ?authuser=0&hl=en&rclk=1,𝗜𝗘𝗟𝗧𝗦 𝗖𝗼𝗮𝗰𝗵𝗶𝗻𝗴𝗴 𝗜𝗻𝗱𝗶𝗮,"City Centre Mall, 203, Sector 12 Dwarka, Dwarka, New Delhi, Delhi 110077",https://ieltscoachingindia.com/,9643001519,9643001519,28.5927113,9,
https://www.google.com/maps/place/Emjay+Coaching/data=!4m7!3m6!1s0x390cfd67c78d795d:0x6ae9e6e49594599d!8m2!3d28.6471876!4d77.2046105!16s%2Fg%2F11gdkwvyr0!19sChIJXXmNx2f9DDkRnVmUleTm6Wo?authuser=0&hl=en&rclk=1,Emjay Coaching,"4, Mezzanine Floor, OFFICE, Jhandewalan, Flatted Factory Complex A, New Delhi, Delhi 110055",http://www.emjaycoaching.com/,9891698364,9891698364,28.6471876,77.2046105,
https://www.google.com/maps/place/Study+n+Skills/data=!4m7!3m6!1s0x390d1bb6f82cd789:0x439532f78c822376!8m2!3d28.5852443!4d77.0706497!16s%2Fg%2F11vr0k7sxf!19sChIJidcs-LYbDTkRdiOCjPcylUM?authuser=0&hl=en&rclk=1,Study n Skills,"C-398, Second floor, 110075, near kc restaurant, Sector 7 Dwarka, New Delhi, Delhi 110077",Not Found,9310792188,9310792188,28.5852443,77.0706497,
https://www.google.com/maps/place/IELTS+Coaching/data=!4m7!3m6!1s0x390cfdc986a3a7bd:0x4a4982d184f40d72!8m2!3d28.6291627!4d77.2249081!16s%2Fg%2F11h2l33jjp!19sChIJvaejhsn9DDkRcg30hNGCSUo?authuser=0&hl=en&rclk=1,IELTS Coaching,"811, Arunachal building, beside metro gate, no 4, Barakhamba Rd, Connaught Place, Delhi 110001",Not Found,9560110964,9560110964,28.6291627,77.2249081,
https://www.google.com/maps/place/IELTS+COACHING+%7C+English+Speaking+Course+In+Laxmi+Nagar/data=!4m7!3m6!1s0x390cfd247c4b83f9:0x1fc7cb1447e328da!8m2!3d28.6323539!4d77.2797512!16s%2Fg%2F11c6cfb7_t!19sChIJ-YNLfCT9DDkR2ijjRxTLxx8?authuser=0&hl=en&rclk=1,IELTS COACHING | English Speaking Course In Laxmi Nagar,"Ground Floor , office no. 423, shakarpur, Vikas Marg, near Bank of Badoda, Laxmi Nagar, Delhi, 110092",http://ieltscoachinginstitute.com/,9582876677,9582876677,28.6323539,77.2797512,
https://www.google.com/maps/place/British+Study+Mart/data=!4m7!3m6!1s0x390d049fdba55579:0xb3d0d2c661c6d73a!8m2!3d28.6372269!4d77.0999768!16s%2Fg%2F11b8t787rc!19sChIJeVWl258EDTkROtfGYcbS0LM?authuser=0&hl=en&rclk=1,British Study Mart,"36/1 First floor, Block 36, Ashok Nagar, New Delhi, Delhi, 110018",http://www.britishstudymart.com/,8376812352,8376812352,0,77.0999768,
https://www.google.com/maps/place/Mindmine+Global/data=!4m7!3m6!1s0x390d1b3d8c14d951:0x41a55a52d58e3412!8m2!3d28.5868705!4d77.071833!16s%2Fg%2F11b77s969v!19sChIJUdkUjD0bDTkREjSO1VJapUE?authuser=0&hl=en&rclk=1,Mindmine Global,"H-973, Palam Extension, Ramphal Chowk Rd, Opp. Radha Ki Rasoi Restaurant, Sector 7 Dwarka, New Delhi, Delhi 110077",https://www.mindmineglobal.com/,9810953973,9810953973,8,951,
https://www.google.com/maps/place/Essence+Point/data=!4m7!3m6!1s0x390cfd0dc6fe18ad:0x8f5a6d2e02e33538!8m2!3d28.6345999!4d77.2843631!16s%2Fg%2F11gk10t8nn!19sChIJrRj-xg39DDkRODXjAi5tWo8?authuser=0&hl=en&rclk=1,Essence Point,"Metro Pillar No 55, Metro Station Laxmi Nagar, Block DA-10 2nd floor Shakarpur, Main Rd, near Goverment No.1 School Nirman Vihar, Laxmi Nagar, Delhi, 110092",https://essencepoint.in/,8750172786,8750172786,28.6345999,77.2843631,
https://www.google.com/maps/place/Movesabroad/data=!4m7!3m6!1s0x390d031a35c5b6f1:0x7f572aa1dadbcda3!8m2!3d28.693648!4d77.1501226!16s%2Fg%2F11gnrfcs9c!19sChIJ8bbFNRoDDTkRo83b2qEqV38?authuser=0&hl=en&rclk=1,Movesabroad,"4th Floor, Aggarwal Cyber Plaza 1, 407, Netaji Subhash Place, Pitampura, New Delhi, Delhi 110034",https://www.ieltscoachingindelhi.in/,9811542833,9811542833,28.693648,77.1501226,
https://www.google.com/maps/place/IELTS+COACHING+DWARKA/data=!4m7!3m6!1s0x390d1b164fffffa5:0x7a6d08ccf748db14!8m2!3d28.5849945!4d77.0723638!16s%2Fg%2F11c6t0hjhb!19sChIJpf__TxYbDTkRFNtI98wIbXo?authuser=0&hl=en&rclk=1,IELTS COACHING DWARKA,"Sector 7 Dwarka E - 521 3rd Floor West Delhi, New Delhi, Delhi 110077",http://www.ieltscoachingindwarka.co.in/,9871989913,9871989913,28.5849945,77.0723638,
https://www.google.com/maps/place/Seek+Academy/data=!4m7!3m6!1s0x390d04a13abfc737:0x8b63fcd699a7e603!8m2!3d28.6326483!4d77.0983244!16s%2Fg%2F12hl50bdl!19sChIJN8e_OqEEDTkRA-anmdb8Y4s?authuser=0&hl=en&rclk=1,Seek Academy,"D-138, Jail Rd, near Gurudwara, Block D, Gopal Nagar, Fateh Nagar, New Delhi, Delhi, 110058",https://seekacademy.in/,8588880679,8588880679,28.6326483,77.0983244,
https://www.google.com/maps/place/EFA+ENGLISH+INSTITUTE/data=!4m7!3m6!1s0x390d0144b5444813:0xde6781eaa9a41317!8m2!3d28.7177401!4d77.1259999!16s%2Fg%2F11h51hwbx8!19sChIJE0hEtUQBDTkRFxOkqeqBZ94?authuser=0&hl=en&rclk=1,EFA ENGLISH INSTITUTE,"SG Shopping Complex, 202 , 2ND FLOOR, D.C. CHOWK, Sector 9, Rohini, New Delhi, Delhi 110085",http://www.efaenglishinstitute.com/,7982042877,7982042877,28.7177401,77.1259999,
https://www.google.com/maps/place/THE+INSTITUTE+OF+STANDARD+BRITISH+ENGLISH/data=!4m7!3m6!1s0x390d1d60fbd6af0b:0x4a74f27667b16ae!8m2!3d28.5559878!4d77.2413064!16s%2Fg%2F11qslx58y7!19sChIJC6_W-2AdDTkRrhZ7ZidPpwQ?authuser=0&hl=en&rclk=1,THE INSTITUTE OF STANDARD BRITISH ENGLISH,"E -13, Block E, East of Kailash, New Delhi, Delhi 110065",Not Found,9818577111,9818577111,28.5559878,77.2413064,
https://www.google.com/maps/place/Cambridge+IELTS+Coaching+Centre/data=!4m7!3m6!1s0x390d01face7dc49d:0x3de0fb31af9b4f5d!8m2!3d28.7343469!4d77.1140114!16s%2Fg%2F11h3v6rmzw!19sChIJncR9zvoBDTkRXU-brzH74D0?authuser=0&hl=en&rclk=1,Cambridge IELTS Coaching Centre,"First Floor Unit No 157, Ambedkar Bhawan, G3S Mall, Apposite, Sector 11, Rohini, Delhi, 110089",https://cambridgeieltscoachingcentre.com/,8595102298,8595102298,28.7343469,77.1140114,
https://www.google.com/maps/place/Samit%27s+Academy/data=!4m7!3m6!1s0x390d1ac4af2104d9:0x4bc7b2d156d50670!8m2!3d28.589301!4d77.0565216!16s%2Fg%2F11c5_15hk4!19sChIJ2QQhr8QaDTkRcAbVVtGyx0s?authuser=0&hl=en&rclk=1,Samit's Academy,"206, Vardhaman Dwarkadheesh Plaza 2nd floor, Plot 1 Sector 10, Main Market, Dwarka, New Delhi, Delhi 110075",https://samitsenglishacademy.com/,9811999032,9811999032,28.589301,9,
https://www.google.com/maps/place/ABE+Academy+of+British+English/data=!4m7!3m6!1s0x390cfd77c374b707:0x249c957e40ba4df5!8m2!3d28.6981706!4d77.2056831!16s%2Fg%2F11cn0pypbr!19sChIJB7d0w3f9DDkR9U26QH6VnCQ?authuser=0&hl=en&rclk=1,ABE Academy of British English,"126, First Floor, Mall Rd, Kingsway Camp, GTB Nagar, Delhi, 110033",https://www.britishenglish.in/,1140364892,1140364892,28.6981706,77.2056831,
"https://www.google.com/maps/place/Oracle+International+Language+Institute+-+Best+German,+IELTS,+English,+Spanish,+French+Institute+in+Delhi/data=!4m7!3m6!1s0x390cfd738a5f6085:0x8a9a1d4b404430d2!8m2!3d28.6987666!4d77.2055162!16s%2Fg%2F11j8h3f42p!19sChIJhWBfinP9DDkR0jBEQEsdmoo?authuser=0&hl=en&rclk=1","Oracle International Language Institute - Best German, IELTS, English, Spanish, French Institute in Delhi","1st Floor, GTB nagar metro station, Gate No.1, 103 & 105, Mall Rd, near GTB Nagar, Kingsway Camp, New Delhi, Delhi 110009",https://www.oracleglobaleducation.com/,9999745645,9999745645,28.6987666,77.2055162,
https://www.google.com/maps/place/Intensive+Institute/data=!4m7!3m6!1s0x390ce5d819660d61:0xca31098e32f884dc!8m2!3d28.5494681!4d77.2975746!16s%2Fg%2F11pds_g_q1!19sChIJYQ1mGdjlDDkR3IT4Mo4JMco?authuser=0&hl=en&rclk=1,Intensive Institute,"Thokar No-6, GROUND FLOOR, E-89, near POLICE STATION, Shaheen Bagh, Okhla, New Delhi, Delhi 110025",http://intensiveclasses.com/,7677559255,7677559255,28.5494681,77.2975746,
https://www.google.com/maps/place/IELTS+First/data=!4m7!3m6!1s0x390d038fa100d969:0x270ebcc5e6f21074!8m2!3d28.7000001!4d77.1185105!16s%2Fg%2F11g0g6gqy6!19sChIJadkAoY8DDTkRdBDy5sW8Dic?authuser=0&hl=en&rclk=1,IELTS First,"2nd Floor, F-19/8, Pocket 19, Sector 8, Rohini, Delhi, 110085",https://www.ieltsfirst.com/,18008917465,18008917465,28.7000001,77.1185105,
https://www.google.com/maps/place/IELTS+band+achievers/data=!4m7!3m6!1s0x390d1b700b996b79:0xc61aefb59ec75ac4!8m2!3d28.5840001!4d77.0715682!16s%2Fg%2F11q9m8n5df!19sChIJeWuZC3AbDTkRxFrHnrXvGsY?authuser=0&hl=en&rclk=1,IELTS band achievers,"E-559, Main Ramphal Chowk Market, Sector 7 Dwarka, Dwarka, Delhi, 110077",Not Found,9910113567,9910113567,28.5840001,77.0715682,
"https://www.google.com/maps/place/Oracle+International+Language+Institute+-+Best+Ielts,+English,French,German,Spanish,Arabic,Chinese,+Korean+Classes+in+Delhi/data=!4m7!3m6!1s0x390cfd49ce5d563b:0x76933fe29809ad22!8m2!3d28.6329264!4d77.2222289!16s%2Fg%2F11fyz99r40!19sChIJO1Zdzkn9DDkRIq0JmOI_k3Y?authuser=0&hl=en&rclk=1","Oracle International Language Institute - Best Ielts, English,French,German,Spanish,Arabic,Chinese, Korean Classes in Delhi","Gate No. 4, Metro Station, 3rd Floor, Mythri House, M, 5A, Middle Cir, near Rajiv Chowk, Connaught Place, New Delhi, Delhi 110001",http://www.oracleglobaleducation.com/,9953988288,9953988288,28.6329264,77.2222289,
https://www.google.com/maps/place/Zenit+Excelencia/data=!4m7!3m6!1s0x390d190d8c15ea3f:0x58342b427226f037!8m2!3d28.6277705!4d77.2217526!16s%2Fg%2F11h89djz8c!19sChIJP-oVjA0ZDTkRN_AmckIrNFg?authuser=0&hl=en&rclk=1,Zenit Excelencia,"602, Block A Naurang House, 21, KG Marg, Connaught Place, New Delhi, Delhi 110001",https://www.zenitexcelencia.com/,9711630475,9711630475,28.6277705,77.2217526,
https://www.google.com/maps/place/Abroadsify/data=!4m7!3m6!1s0x390d049faf0e3e8d:0x66193001761e3590!8m2!3d28.6418062!4d77.1053796!16s%2Fg%2F11bw2fq9g5!19sChIJjT4Or58EDTkRkDUedgEwGWY?authuser=0&hl=en&rclk=1,Abroadsify,"5A/10, Block 6, Tilak Nagar, New Delhi, Delhi, 110018",https://abroadsify.com/,9871912512,9871912512,28.6418062,77.1053796,
https://www.google.com/maps/place/Multilingua+-+Best+English+Speaking+Institute+in+Delhi+%7C+IELTS+Coaching+in+Delhi+%7C+PTE+Coaching+in+Delhi/data=!4m7!3m6!1s0x390ce1fb182b1d79:0xd8e177a851414f6d!8m2!3d28.5203063!4d77.20239!16s%2Fg%2F11dxkx882j!19sChIJeR0rGPvhDDkRbU9BUah34dg?authuser=0&hl=en&rclk=1,Multilingua - Best English Speaking Institute in Delhi | IELTS Coaching in Delhi | PTE Coaching in Delhi,"F 76, 3rd Floor, Saidulajab, Near SAKET Metro (Exit from Gate No.2), Delhi, New Delhi, Delhi 110030",https://multilingua.in/english-language-institute-saket/,9520730111,9520730111,28.5203063,77.20239,
https://www.google.com/maps/place/Good+Luck+Academy/data=!4m7!3m6!1s0x390d019ad9b7efe7:0x7a962aee94b534c6!8m2!3d28.7180061!4d77.1776304!16s%2Fg%2F1pt_3hn76!19sChIJ5--32ZoBDTkRxjS1lO4qlno?authuser=0&hl=en&rclk=1,Good Luck Academy,"C-62 Gali no.8 Indra park, Shalamar, Shalimar Village, New Delhi, Delhi 110088",http://goodluck_academy.com/,9911137790,9911137790,28.7180061,77.1776304,
https://www.google.com/maps/place/GMATinsight+GMAT+%7C+GRE+%7C+SAT+%7C+IELTS+Best+Coaching+in+Malviya+Nagar+South+New+Delhi/data=!4m7!3m6!1s0x390ce21cdb87f0af:0xc01989226f75a657!8m2!3d28.5341117!4d77.2101416!16s%2Fg%2F11dxdcb3pv!19sChIJr_CH2xziDDkRV6Z1byKJGcA?authuser=0&hl=en&rclk=1,GMATinsight GMAT | GRE | SAT | IELTS Best Coaching in Malviya Nagar South New Delhi,"Bus stop, GMATinsight NIL-26AB 1st Floor, near Malviya Nagar, Malviya Nagar, New Delhi, Delhi 110017",http://www.gmatinsight.com/,9891333772,9891333772,28.5341117,77.2101416,
https://www.google.com/maps/place/ACE+Institute/data=!4m7!3m6!1s0x390d015fb5d08aa7:0x623d6de131ef6609!8m2!3d28.7086421!4d77.1240432!16s%2Fg%2F1tm1nvbx!19sChIJp4rQtV8BDTkRCWbvMeFtPWI?authuser=0&hl=en&rclk=1,ACE Institute,"2nd floor, C-9/2, opp. metro pillar no 395, above Chaayos, Pocket 9, Sector 7, Rohini, New Delhi, Delhi, 110085",http://www.aptalkedu.com/,9250907020,9250907020,6,77.1240432,
https://www.google.com/maps/place/Immigration+Experts+-+Study+Abroad+Consultants/data=!4m7!3m6!1s0x390d03f21cce4ba3:0x229b239cc7a1e838!8m2!3d28.6380173!4d77.0978109!16s%2Fg%2F11mx4h5bbf!19sChIJo0vOHPIDDTkROOihx5wjmyI?authuser=0&hl=en&rclk=1,Immigration Experts - Study Abroad Consultants,"1st Floor, Overseas Education & Immigration Experts, 4A/36, near Axis Bank, Block 4A, Tilak Nagar, New Delhi, Delhi, 110018",https://globaleducationconsultants.in/,7982044606,7982044606,28.6380173,77.0978109,
https://www.google.com/maps/place/iMindvity+Education+-+IELTS+Coaching/data=!4m7!3m6!1s0x390d051e7d5b7a7b:0x2cd00e315d1b2e80!8m2!3d28.6292268!4d77.0696554!16s%2Fg%2F11tg7k_c8f!19sChIJe3pbfR4FDTkRgC4bXTEO0Cw?authuser=0&hl=en&rclk=1,iMindvity Education - IELTS Coaching,"A-38, A-Block, Vikaspuri, New Delhi, Delhi, 110018",https://imindvity.com/,9319236591,9319236591,28.6292268,77.0696554,
"https://www.google.com/maps/place/Happiness+Institute+of+English+Speaking,+Public+Speaking+and+Personality+Development/data=!4m7!3m6!1s0x390cfd1088c36957:0x2d51e1bb39041552!8m2!3d28.631136!4d77.2779408!16s%2Fg%2F11pr32qntc!19sChIJV2nDiBD9DDkRUhUEObvhUS0?authuser=0&hl=en&rclk=1","Happiness Institute of English Speaking, Public Speaking and Personality Development","no.5, Metro Station Laxmi Nagar, Building No.126, D- Block Office No. 202, Gali No.6 , Metro Gate, Laxminagar, Delhi, New Delhi, Delhi 110092",https://happinessinstitute.in/,8076106087,8076106087,28.631136,77.2779408,
https://www.google.com/maps/place/BRITISH+IELTS+COACHING+ACADEMY+IN+ROHINI+DELHI/data=!4m7!3m6!1s0x390d013101555547:0x336b59e4e1951621!8m2!3d28.7346535!4d77.1136909!16s%2Fg%2F11bzs5nz3v!19sChIJR1VVATEBDTkRIRaV4eRZazM?authuser=0&hl=en&rclk=1,BRITISH IELTS COACHING ACADEMY IN ROHINI DELHI,"157 Plot No-5 Garg Trade Centre, Pocket 1, Sector 11, Rohini, Delhi, 110085",http://www.british-ielts-coaching-academy.co.in/,1143317770,1143317770,28.7346535,77.1136909,
https://www.google.com/maps/place/CHARMS+EDUCATION/data=!4m7!3m6!1s0x390d055cfafe8ed7:0x6e507afad82043ea!8m2!3d28.6356202!4d77.0972852!16s%2Fg%2F11gl259j_f!19sChIJ147--lwFDTkR6kMg2Pp6UG4?authuser=0&hl=en&rclk=1,CHARMS EDUCATION,"Gate No. 3, First Floor, Metro Station, 27/3 A, Jail Rd, near Tilak Nagar, Ashok Nagar, New Delhi, Delhi, 110018",http://www.charms.co.in/,8826895585,8826895585,28.6356202,77.0972852,
"https://www.google.com/maps/place/Best+Ielts,+Pte,+and+Oet+coaching-+Application+Uni/data=!4m7!3m6!1s0x390d05cb3d662943:0x237cae05f6b895a7!8m2!3d28.632367!4d77.0981136!16s%2Fg%2F11ss87qlnp!19sChIJQylmPcsFDTkRp5W49gWufCM?authuser=0&hl=en&rclk=1","Best Ielts, Pte, and Oet coaching- Application Uni","E-66, Jail Rd, BA Block, Gurunanak Pura, Tilak Nagar, New Delhi, Delhi, 110058",http://www.applicationuni.com/,8588884567,8588884567,662943,77.0981136,
https://www.google.com/maps/place/CHRYSLER+IELTS+%26+HOME+TUITION/data=!4m7!3m6!1s0x390cfd1f477ea267:0xd5fb76e28733be6d!8m2!3d28.6925685!4d77.1954284!16s%2Fg%2F11rstg2s4m!19sChIJZ6J-Rx_9DDkRbb4zh-J2-9U?authuser=0&hl=en&rclk=1,CHRYSLER IELTS & HOME TUITION,"B-59, Vijay Nagar Marg, New Gupta Colony, GTB Nagar, Delhi, 110033",Not Found,9873934834,9873934834,28.6925685,77.1954284,
https://www.google.com/maps/place/The+English+Academy/data=!4m7!3m6!1s0x390cfba0e44025af:0x48918b064a061415!8m2!3d28.6804679!4d77.3178632!16s%2Fg%2F11bwn1zdz9!19sChIJryVA5KD7DDkRFRQGSgaLkUg?authuser=0&hl=en&rclk=1,The English Academy,"POCKET -F-199- A DILSHAD GARDEN Opposite CHETAK COMPLEX*, near SAI VATIKA CHOWK, Dilshad Garden, New Delhi, Delhi 110095",Not Found,9650871461,9650871461,28.6804679,77.3178632,
https://www.google.com/maps/place/GlenEagles+School+For+English/data=!4m7!3m6!1s0x390d04ebffffffff:0xd981c98a0fd01d98!8m2!3d28.6318687!4d77.0694223!16s%2Fg%2F1tdl92ss!19sChIJ_____-sEDTkRmB3QD4rJgdk?authuser=0&hl=en&rclk=1,GlenEagles School For English,"C-66, Block C, Vikaspuri, New Delhi, Delhi, 110018",https://gleneagles.in/,9810592357,9810592357,28.6318687,77.0694223,
https://www.google.com/maps/place/Cambridge+English+Academy+%28+CEA+%29+India+Pvt.Ltd/data=!4m7!3m6!1s0x390cfcaef98d7baf:0xab9e79af8102fc2d!8m2!3d28.6322406!4d77.2800809!16s%2Fg%2F1vj5ylp4!19sChIJr3uN-a78DDkRLfwCga95nqs?authuser=0&hl=en&rclk=1,Cambridge English Academy ( CEA ) India Pvt.Ltd,"H-58 , 1st Floor, Main, Vikas Marg, above Sbi Bank, opp. Metro Pillar Number 37, Laxmi Nagar, Delhi, 110092",https://cambridgeenglishacademy.com/,9667728146,9667728146,28.6322406,77.2800809,
https://www.google.com/maps/place/English+Kraft+%7C+IELTS+%7C+OET%7C+PTE+%7C+Best+IELTS+Coaching+Classes+in+East+Delhi/data=!4m7!3m6!1s0x390cfb0b601a76d7:0x118eef4d45a6324a!8m2!3d28.6726041!4d77.3096297!16s%2Fg%2F11f3g4pvhx!19sChIJ13YaYAv7DDkRSjKmRU3vjhE?authuser=0&hl=en&rclk=1,English Kraft | IELTS | OET| PTE | Best IELTS Coaching Classes in East Delhi,"250, opposite jhilmil gurudwara, Pratap Khand, Jhilmil Colony, Delhi, 110095",https://englishkraft.com/,8920151101,8920151101,28.6726041,45,
