URL,Name,Address,Website,,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Permanently_Closed,Latitude,Longitude,
https://www.google.com/maps/place/S.P.M+Stationery+Stores/data=!4m7!3m6!1s0x3a526f516b8eea3d:0x5cfc8e017cd19b06!8m2!3d13.0889965!4d80.2838802!16s%2Fg%2F11clvt19t7!19sChIJPeqOa1FvUjoRBpvRfAGO_Fw?authuser=0&hl=en&rclk=1,S.P.M Stationery Stores,"29, Anderson Street, Broadway, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91984282614,91984282614,Stationery store,Open,Closes 10 at PM,4.3,No,13.0889965,80.2838802,
https://www.google.com/maps/place/Chennai+Stationers/data=!4m7!3m6!1s0x3a526f4e663f6c49:0xce162de8a8c6b0c5!8m2!3d13.0904216!4d80.2847396!16s%2Fg%2F1tcvxvkq!19sChIJSWw_Zk5vUjoRxbDGqOgtFs4?authuser=0&hl=en&rclk=1,Chennai Stationers,"1, 2nd Line Beach Rd, Parry's Corner, George Town, Chennai, Tamil Nadu 600001, India",Not Found,914425242396,9.14425E+11,Stationery store,Open,Closes 9 at PM,4.6,No,13.0904216,80.2847396,
https://www.google.com/maps/place/S.K.+STORES/data=!4m7!3m6!1s0x3a526f514f3e964d:0xcb28e41727119c0f!8m2!3d13.0889104!4d80.282534!16s%2Fg%2F11fqxd1xzb!19sChIJTZY-T1FvUjoRD5wRJxfkKMs?authuser=0&hl=en&rclk=1,S.K. STORES,"30, Bunder Street, Broadway, Parrys, George Town, Chennai, Tamil Nadu 600001, India",http://www.skstores.in/diary.php,91984008063,91984008063,Not Found,Open,Closes 9 at PM,4,No,13.0889104,80.282534,
https://www.google.com/maps/place/Moon+Paper+Market/data=!4m7!3m6!1s0x3a526f5143026f89:0xabdaa5e20b524399!8m2!3d13.0893061!4d80.2839243!16s%2Fg%2F11c6lhx8hg!19sChIJiW8CQ1FvUjoRmUNSC-Kl2qs?authuser=0&hl=en&rclk=1,Moon Paper Market,"77/35/1, Broadway, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91994213378,91994213378,Stationery store,Open,Closes 9 at PM,4.2,No,13.0893061,80.2839243,
https://www.google.com/maps/place/Avm+Hi+Tech/data=!4m7!3m6!1s0x3a526f515fdb8f55:0x1833fd6a17c69245!8m2!3d13.0884966!4d80.2836779!16s%2Fg%2F124sy0mfr!19sChIJVY_bX1FvUjoRRZLGF2r9Mxg?authuser=0&hl=en&rclk=1,Avm Hi Tech,"195, NSC Bose Rd, near Parrys, Flower Bazaar, Broadway, George Town, Chennai, Tamil Nadu 600001, India",Not Found,Phone Number Not Found,Phone Number Not Found,Stationery store,Open,Closes 9 at PM,4.5,No,13.0884966,80.2836779,
https://www.google.com/maps/place/A+N+M+Paper+%26+Stationery+Stores/data=!4m7!3m6!1s0x3a526f51684fe2ab:0xf7b968ec8052de0a!8m2!3d13.0891905!4d80.2838302!16s%2Fg%2F11c3w1wqtj!19sChIJq-JPaFFvUjoRCt5SgOxoufc?authuser=0&hl=en&rclk=1,A N M Paper & Stationery Stores,"No.62, old no:, 32, Anderson Street, Parrys, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91944442670,91944442670,Stationery store,Open,Closes 9:30 at PM,4.4,No,13.0891905,80.2838302,
https://www.google.com/maps/place/Office+Equipment+Company+Chennai+Private+Limited/data=!4m7!3m6!1s0x3a526f4545183c2f:0x536b65b48ddf6c44!8m2!3d13.089181!4d80.2876008!16s%2Fg%2F1vbl5_s9!19sChIJLzwYRUVvUjoRRGzfjbRla1M?authuser=0&hl=en&rclk=1,Office Equipment Company Chennai Private Limited,"Shop Number. 60, Armenian St, George Town, Chennai, Tamil Nadu 600001, India",Not Found,914425381919,9.14425E+11,Stationery store,Open,Closes 7 at PM,4.3,No,13.089181,80.2876008,
https://www.google.com/maps/place/Hindustan+Stationery+Company/data=!4m7!3m6!1s0x3a526f5110509ee3:0x90abfe4b119a0e9!8m2!3d13.0893929!4d80.2840245!16s%2Fg%2F11clvskbwj!19sChIJ455QEFFvUjoR6aAZseS_Cgk?authuser=0&hl=en&rclk=1,Hindustan Stationery Company,"No.35, 5/3, 5/3, Anderson Street, Broadway, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91944434936,91944434936,Stationery store,Open,Closes 8 at PM,4.3,No,13.0893929,80.2840245,
https://www.google.com/maps/place/General+Stationery/data=!4m7!3m6!1s0x3a526f4497402507:0x5e08b2e2c47a8f1f!8m2!3d13.09916!4d80.289536!16s%2Fg%2F11c3tjd24z!19sChIJByVAl0RvUjoRH496xOKyCF4?authuser=0&hl=en&rclk=1,General Stationery,"38/22, 38/22, Krishnan Koil St, Muthialpet, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91984013158,91984013158,Stationery store,Open,Closes 9 at PM,4.5,No,13.09916,80.289536,
https://www.google.com/maps/place/Abbas+stationery/data=!4m7!3m6!1s0x3a526f4e5a1f1ba5:0x4dbd0ac8750b3976!8m2!3d13.0964901!4d80.2886004!16s%2Fg%2F11qbj1dv2q!19sChIJpRsfWk5vUjoRdjkLdcgKvU0?authuser=0&hl=en&rclk=1,Abbas stationery,"48/1, main road, opposite to semma mansion, Mannadi, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91729995278,91729995278,Craft store,Open,Closes 10:30 at PM,4.5,No,13.0964901,80.2886004,
https://www.google.com/maps/place/K+Jayaram+Mudaliar/data=!4m7!3m6!1s0x3a526f520fffffff:0x9596f41d9c4d81e5!8m2!3d13.0901673!4d80.284181!16s%2Fg%2F1tdj_02c!19sChIJ____D1JvUjoR5YFNnB30lpU?authuser=0&hl=en&rclk=1,K Jayaram Mudaliar,"2, Badrian Street, Broadway, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91984026399,91984026399,Pen store,Open,Closes 8 at PM,4.5,No,13.0901673,80.284181,
https://www.google.com/maps/place/Sarva+Lakshmi+Stores/data=!4m7!3m6!1s0x3a526f51341e2d83:0x8f26796ce0aeee34!8m2!3d13.0888525!4d80.2824419!16s%2Fg%2F1tjz1t20!19sChIJgy0eNFFvUjoRNO6u4Gx5Jo8?authuser=0&hl=en&rclk=1,Sarva Lakshmi Stores,"No.66, 39B, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001, India",http://www.sarvalakshmistores.com/,91984098783,91984098783,Stationery wholesaler,Open,Closes 9 at PM,4.8,No,13.0888525,80.2824419,
https://www.google.com/maps/place/Hindustan+Paper+%26+Stationeries/data=!4m7!3m6!1s0x3a526f5767e4e1fb:0x93c5c8dbcb06c6e4!8m2!3d13.0927538!4d80.2849723!16s%2Fg%2F1tc_pfkj!19sChIJ--HkZ1dvUjoR5MYGy9vIxZM?authuser=0&hl=en&rclk=1,Hindustan Paper & Stationeries,"18, Chinna Thambi St, Parrys, George Town, Chennai, Tamil Nadu 600001, India",Not Found,914425228576,9.14425E+11,Stationery store,Open,Closes 7:30 at PM,4,No,13.0927538,80.2849723,
https://www.google.com/maps/place/Nagoor+Stores/data=!4m7!3m6!1s0x3a526f1f5f298c6b:0x665914eb041eb933!8m2!3d13.089812!4d80.2825943!16s%2Fg%2F11rsh3vb8q!19sChIJa4wpXx9vUjoRM7keBOsUWWY?authuser=0&hl=en&rclk=1,Nagoor Stores,"Old No.46, New, 52, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001, India",http://www.nagoorstores.com/,91944490417,91944490417,Stationery wholesaler,Open,Closes 10 at PM,3.9,No,13.089812,80.2825943,
https://www.google.com/maps/place/Raj+Stationers/data=!4m7!3m6!1s0x3a526f57047712ef:0x9ad6495e8186cf3f!8m2!3d13.089458!4d80.279666!16s%2Fg%2F1tk6tbg7!19sChIJ7xJ3BFdvUjoRP8-GgV5J1po?authuser=0&hl=en&rclk=1,Raj Stationers,"ground floor, New: 110, Old:53/1, Narayana Mudali Street, Sowcarpet, George Town, Chennai, Tamil Nadu 600001, India",Not Found,914425383572,9.14425E+11,Pen store,Open,Closes 8 at PM,4.3,No,13.089458,80.279666,
https://www.google.com/maps/place/The+Super+Trades/data=!4m7!3m6!1s0x3a526f4e183606e9:0x10a46af84ad426ac!8m2!3d13.0913598!4d80.2897568!16s%2Fg%2F1tdckd2y!19sChIJ6QY2GE5vUjoRrCbUSvhqpBA?authuser=0&hl=en&rclk=1,The Super Trades,"240/140, Angappa Chetty Street, Parrys, Angappa Chetty Street, Chennai, Tamil Nadu 600001, India",Not Found,914425215458,9.14425E+11,Stationery store,Open,Closes 9 at PM,4.2,No,13.0913598,80.2897568,
https://www.google.com/maps/place/New+Asia+Paper+and+Stationery+Stores/data=!4m7!3m6!1s0x3a526f513df95eef:0x92353c4a5d7a7acb!8m2!3d13.0894547!4d80.2835453!16s%2Fg%2F1td6893l!19sChIJ7175PVFvUjoRy3p6XUo8NZI?authuser=0&hl=en&rclk=1,New Asia Paper and Stationery Stores,"flower bazzar, bus stand, No 30, Malayaperumal Street, Opposite to, Parry's Corner, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91944433663,91944433663,Stationery wholesaler,Open,Closes 10 at PM,3.2,No,13.0894547,80.2835453,
https://www.google.com/maps/place/Friends+Offset+Calendars/data=!4m7!3m6!1s0x3a526f51341e2d83:0x6747a423d70f1086!8m2!3d13.0888532!4d80.2824322!16s%2Fg%2F1tfsfv6t!19sChIJgy0eNFFvUjoRhhAP1yOkR2c?authuser=0&hl=en&rclk=1,Friends Offset Calendars,"43, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91735828300,91735828300,Stationery wholesaler,Open,Closes 9 at PM,4.1,No,13.0888532,80.2824322,
https://www.google.com/maps/place/Madras+Papers/data=!4m7!3m6!1s0x3a5265c88352e4e9:0xf6e894e9dc2e791e!8m2!3d13.090389!4d80.284447!16s%2Fg%2F1w0h5ykq!19sChIJ6eRSg8hlUjoRHnku3OmU6PY?authuser=0&hl=en&rclk=1,Madras Papers,"1, Anderson Street, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91917600717,91917600717,Stationery store,Open,Closes 9 at PM,5,No,13.090389,80.284447,
https://www.google.com/maps/place/Sulaiman+stores/data=!4m7!3m6!1s0x3a526f513e0f3cb1:0xb39019297ca7ba01!8m2!3d13.088853!4d80.2868192!16s%2Fg%2F11c43yv4h9!19sChIJsTwPPlFvUjoRAbqnfCkZkLM?authuser=0&hl=en&rclk=1,Sulaiman stores,"225, Kondi Chetty Street, Parry's Corner, George Town, Chennai, Tamil Nadu 600001, India",Not Found,Phone Number Not Found,Phone Number Not Found,Stationery store,Open,Closes 10 at PM,3.7,No,13.088853,80.2868192,
https://www.google.com/maps/place/Yesemes+Stores/data=!4m7!3m6!1s0x3a526f512e89ead1:0x5ea89ea92491d4b5!8m2!3d13.0889919!4d80.2825651!16s%2Fg%2F11jz4jh8h6!19sChIJ0eqJLlFvUjoRtdSRJKmeqF4?authuser=0&hl=en&rclk=1,Yesemes Stores,"29, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001, India",https://yesemes.com/,914425380707,9.14425E+11,Stationery wholesaler,Open,Closes 11 at PM,4.8,No,13.0889919,80.2825651,
https://www.google.com/maps/place/S+Mohamedali+Store/data=!4m7!3m6!1s0x3a526f51341e2d83:0x7693223a8749278a!8m2!3d13.0890016!4d80.282579!16s%2Fg%2F1wk4bhgm!19sChIJgy0eNFFvUjoRiidJhzoik3Y?authuser=0&hl=en&rclk=1,S Mohamedali Store,"29, Bunder Street, Broadway, George Town, Chennai, Tamil Nadu 600001, India",Not Found,914425380707,9.14425E+11,Stationery store,Open,Closes 9:30 at PM,3.8,No,13.0890016,80.282579,
https://www.google.com/maps/place/Bismi+Plastics+LIMRA+Files/data=!4m7!3m6!1s0x3a526f51663a4bf7:0x23c431795b48a846!8m2!3d13.0893583!4d80.2840157!16s%2Fg%2F11bwqqbplr!19sChIJ90s6ZlFvUjoRRqhIW3kxxCM?authuser=0&hl=en&rclk=1,Bismi Plastics LIMRA Files,"17, Anderson Street, opposite parry’s bus stop, Parrys, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91955170055,91955170055,Stationery store,Open,Closes 9 at PM,4,No,13.0893583,80.2840157,
https://www.google.com/maps/place/RELIABLE+%28+Printers+%26+Stationers%29/data=!4m7!3m6!1s0x3a526f471805c127:0x3e07337e2fda056!8m2!3d13.0914455!4d80.2768935!16s%2Fg%2F1vg_b8x5!19sChIJJ8EFGEdvUjoRVqD94jdz4AM?authuser=0&hl=en&rclk=1,RELIABLE ( Printers & Stationers),"No.34 Erulappan Street, Near, Elephant Gate St, Sowcarpet, Chennai, Tamil Nadu 600001, India",Not Found,91944244869,91944244869,Pen store,Open,Closes 7:30 at PM,4.9,No,13.0914455,80.2768935,
https://www.google.com/maps/place/MADRAS+PAPER+MART/data=!4m7!3m6!1s0x3a526f57047712ef:0x978e23b56b7f736a!8m2!3d13.091299!4d80.280076!16s%2Fg%2F1tc_2j5x!19sChIJ7xJ3BFdvUjoRanN_a7Ujjpc?authuser=0&hl=en&rclk=1,MADRAS PAPER MART,"Prashant complex, 28, Narayana Mudali Street, Sowcarpet, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91950009512,91950009512,Stationery wholesaler,Open,Closes 9 at PM,4.3,No,13.091299,80.280076,
https://www.google.com/maps/place/Thanagam+Paper+Store/data=!4m7!3m6!1s0x3a526f511ccbdea9:0x4dddce4de6532891!8m2!3d13.090955!4d80.284397!16s%2Fg%2F11g8qdhy48!19sChIJqd7LHFFvUjoRkShT5k3O3U0?authuser=0&hl=en&rclk=1,Thanagam Paper Store,"1A, Anderson Street, Broadway, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91984138505,91984138505,Paper store,Open,Closes 8 at PM,4.3,No,13.090955,80.284397,
https://www.google.com/maps/place/Sikkanthar+Stores/data=!4m7!3m6!1s0x3a526fb115fb1ec5:0x1d3a45e381444527!8m2!3d13.0887344!4d80.2834288!16s%2Fg%2F11v5gbx6g7!19sChIJxR77FbFvUjoRJ0VEgeNFOh0?authuser=0&hl=en&rclk=1,Sikkanthar Stores,"40, Malayaperumal Street, Flower Bazaar, Parrys, George Town, Chennai, Tamil Nadu 600001, India",Not Found,Phone Number Not Found,Phone Number Not Found,Stationery store,Open,Closes 8 at PM,4,No,13.0887344,80.2834288,
https://www.google.com/maps/place/Gani+Papers+Store/data=!4m7!3m6!1s0x3a526f5d12dcd205:0xbc5f3fc62a4be1c9!8m2!3d13.1040233!4d80.2858838!16s%2Fg%2F11s51vlxp4!19sChIJBdLcEl1vUjoRyeFLKsY_X7w?authuser=0&hl=en&rclk=1,Gani Papers Store,"No. 22/140, Pedariar Koil Street, Seven Wells St, near Stanley Hospital, Chennai, Tamil Nadu 600001, India",Not Found,91989430453,91989430453,Stationery store,Open,Closes 9 at PM,5,No,13.1040233,80.2858838,
https://www.google.com/maps/place/REPUTE+OFFICE+NEEDS/data=!4m7!3m6!1s0x3a526f4e183606e9:0x6a5c359110515249!8m2!3d13.0901374!4d80.2884169!16s%2Fg%2F1thkq3bk!19sChIJ6QY2GE5vUjoRSVJREJE1XGo?authuser=0&hl=en&rclk=1,REPUTE OFFICE NEEDS,"167, Thambu Chetty St, Parry's Corner, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91988444544,91988444544,Store,Open,Closes 7:30 at PM,4,No,13.0901374,80.2884169,
https://www.google.com/maps/place/Moon+Mart+%28Bag+House%29/data=!4m7!3m6!1s0x3a526feb5402a017:0x9f5321986a64622a!8m2!3d13.0965606!4d80.2867665!16s%2Fg%2F11qgkyrcbl!19sChIJF6ACVOtvUjoRKmJkapghU58?authuser=0&hl=en&rclk=1,Moon Mart (Bag House),"New no: 2, Old no: 40, Jones St, Mannadi, George Town, Chennai, Tamil Nadu 600001, India",http://moonmart.in/,91808318093,91808318093,Department store,Open,Closes 10 at PM,4.3,No,13.0965606,80.2867665,
https://www.google.com/maps/place/Olympia+Paper+%26+Stationery/data=!4m7!3m6!1s0x3a526f516036442d:0x88a079aaa2333227!8m2!3d13.0886162!4d80.2838254!16s%2Fg%2F11j00835dh!19sChIJLUQ2YFFvUjoRJzIzoqp5oIg?authuser=0&hl=en&rclk=1,Olympia Paper & Stationery,"195, NSC Bose Rd, near Parrys, Flower Bazaar, Parry's Corner, George Town, Chennai, Tamil Nadu 600001, India",Not Found,Phone Number Not Found,Phone Number Not Found,Stationery store,Open,Closes 9 at PM,4,No,13.0886162,80.2838254,
https://www.google.com/maps/place/Gautam+Stationery+House/data=!4m7!3m6!1s0x3a526f56faaaaaab:0x746c3eca4fc56af3!8m2!3d13.0896609!4d80.2797838!16s%2Fg%2F1tkb3jt9!19sChIJq6qq-lZvUjoR82rFT8o-bHQ?authuser=0&hl=en&rclk=1,Gautam Stationery House,"53, Narayana Mudali Street, Sowcarpet, George Town, Chennai, Tamil Nadu 600001, India",Not Found,914425385267,9.14425E+11,Stationery wholesaler,Open,Closes 8 at PM,4.9,No,13.0896609,80.2797838,
https://www.google.com/maps/place/S.S.N+Traders+%26+Crakers/data=!4m7!3m6!1s0x3a526f513684d729:0xabd3331ed159b832!8m2!3d13.0899038!4d80.2826547!16s%2Fg%2F11t420dh1v!19sChIJKdeENlFvUjoRMrhZ0R4z06s?authuser=0&hl=en&rclk=1,S.S.N Traders & Crakers,"16,Bunder Street, Broadway, Parrys, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91994033230,91994033230,Stationery store,Open,Closes 9 at PM,4.4,No,13.0899038,80.2826547,
https://www.google.com/maps/place/Sun+Paper+%26+Stationers/data=!4m7!3m6!1s0x3a526f513df95eef:0xed6fcf0c78afe2e!8m2!3d13.0901482!4d80.2836573!16s%2Fg%2F1tm0974l!19sChIJ7175PVFvUjoRLv6Kx_D81g4?authuser=0&hl=en&rclk=1,Sun Paper & Stationers,"37RM+3F3, Malayaperumal Street, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91984059702,91984059702,Stationery store,Open,Closes 10 at PM,4.5,No,13.0901482,80.2836573,
https://www.google.com/maps/place/Sri+Thanigavel+Book+Center/data=!4m7!3m6!1s0x3a526f5edc34198f:0xeb66e837d6166ab5!8m2!3d13.1008176!4d80.2799246!16s%2Fg%2F1263thq0d!19sChIJjxk03F5vUjoRtWoW1jfoZus?authuser=0&hl=en&rclk=1,Sri Thanigavel Book Center,"Kuppier St, Kondithope, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91996263636,91996263636,Stationery store,Open,Closes 10 at PM,4.8,No,13.1008176,80.2799246,
https://www.google.com/maps/place/Maruti+Novelty/data=!4m7!3m6!1s0x3a526f56f4d8c2bf:0x54d00b67775aa5f1!8m2!3d13.090003!4d80.2799106!16s%2Fg%2F11tcfgjzk4!19sChIJv8LY9FZvUjoR8aVad2cL0FQ?authuser=0&hl=en&rclk=1,Maruti Novelty,"44/3, Narayana Mudali Street, Sowcarpet, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91866770593,91866770593,Stationery store,Open,Closes 8:30 at PM,4.5,No,13.090003,80.2799106,
https://www.google.com/maps/place/Novelty+Stationeries/data=!4m7!3m6!1s0x3a526f51469e8551:0xab25b0f6f8eee4a!8m2!3d13.0884411!4d80.2833197!16s%2Fg%2F11cllqwlsz!19sChIJUYWeRlFvUjoRSu6Obw9bsgo?authuser=0&hl=en&rclk=1,Novelty Stationeries,"No:4/189, NSC Bose Rd, Parrys, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91979167878,91979167878,Stationery wholesaler,Open,Closes 9 at PM,4.6,No,13.0884411,80.2833197,
https://www.google.com/maps/place/Radhey+Shyam+Bros/data=!4m7!3m6!1s0x3a526f56faaaaaab:0x32e6c69261c3f181!8m2!3d13.091035!4d80.279966!16s%2Fg%2F1v_w0t5d!19sChIJq6qq-lZvUjoRgfHDYZLG5jI?authuser=0&hl=en&rclk=1,Radhey Shyam Bros,"Old no)69, 69, Narayana Mudali Street, Rustagi complex, Sowcarpet, George Town, Chennai, Tamil Nadu 600001, India",Not Found,914442625431,9.14443E+11,Stationery wholesaler,Open,Closes 8 at PM,5,No,13.091035,80.279966,
https://www.google.com/maps/place/SRI+MANGAL+MARKETING%28+stationery+wholesale%29/data=!4m7!3m6!1s0x3a526fd64c34c7c1:0x8990a83885c4dc58!8m2!3d13.0932725!4d80.2801671!16s%2Fg%2F11v14ymn81!19sChIJwcc0TNZvUjoRWNzEhTiokIk?authuser=0&hl=en&rclk=1,SRI MANGAL MARKETING( stationery wholesale),"96, Narayana Mudali Street, Sowcarpet, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91967701703,91967701703,Stationery wholesaler,Open,Closes 9 at AM,4.9,No,13.0932725,80.2801671,
https://www.google.com/maps/place/KPJ+MOHAN+STATIONERY/data=!4m7!3m6!1s0x3a526f0388c2aa0d:0xebf8a821d964cd41!8m2!3d13.1019288!4d80.2854018!16s%2Fg%2F11v9lgyndp!19sChIJDarCiANvUjoRQc1k2SGo-Os?authuser=0&hl=en&rclk=1,KPJ MOHAN STATIONERY,"9, Pedariyar Koil St, Broadway, Thayapa, Bundar Rama Garden, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91812498711,91812498711,Stationery store,Open,Opens 9 at AM,5,No,13.1019288,80.2854018,
https://www.google.com/maps/place/Regal%22HP%22Books+%26+Stationery/data=!4m7!3m6!1s0x3a5265e5f8fa4901:0xbb37d9b3a7006668!8m2!3d13.0922205!4d80.2768141!16s%2Fg%2F11n848b1c2!19sChIJAUn6-OVlUjoRaGYAp7PZN7s?authuser=0&hl=en&rclk=1,"Regal""HP""Books & Stationery","Old No 59 New No 23, Elephant Gate St, Sowcarpet, George Town, Chennai, Tamil Nadu 600001, India",Not Found,91994180177,91994180177,Stationery store,Open,Closes 9 at PM,5,No,13.0922205,80.2768141,
https://www.google.com/maps/place/Avm+Stores/data=!4m7!3m6!1s0x3a526f53e5181a4f:0xb9e787e462b48c66!8m2!3d13.0885833!4d80.2823366!16s%2Fg%2F1tg5sh6r!19sChIJTxoY5VNvUjoRZoy0YuSH57k?authuser=0&hl=en&rclk=1,Avm Stores,"182/102, NSC Bose Road,Flower Bazzar,parrys, Chennai, Tamil Nadu 600001, India",Not Found,91790423480,91790423480,Stationery store,Open,Closes 10:30 at PM,4.5,No,13.0885833,80.2823366,
